,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
5658,2017,92562,213,34.4,All Ages,Riverside
5659,2017,92563,225,32.7,All Ages,Riverside
5660,2017,92567,33,30.7,All Ages,Riverside
5661,2017,92570,286,46.7,All Ages,Riverside
5662,2017,92571,307,55.4,All Ages,Riverside
5663,2017,92582,93,48.8,All Ages,Riverside
5664,2017,92583,210,64.6,All Ages,Riverside
5665,2017,92584,173,36.1,All Ages,Riverside
5666,2017,92585,71,32.0,All Ages,Riverside
5667,2017,92586,101,69.5,All Ages,Riverside
5668,2017,92587,75,45.2,All Ages,Riverside
5669,2017,92590,19,45.9,All Ages,Riverside
5670,2017,92591,128,27.9,All Ages,Riverside
5671,2017,92592,216,27.2,All Ages,Riverside
5672,2017,92595,137,39.6,All Ages,Riverside
5673,2017,92596,82,29.8,All Ages,Riverside
5674,2017,92602,32,12.1,All Ages,Orange
5675,2017,92603,19,9.5,All Ages,Orange
5676,2017,92604,57,23.4,All Ages,Orange
5677,2017,92606,43,18.5,All Ages,Orange
5678,2017,92610,16,15.0,All Ages,Orange
5679,2017,92612,43,17.4,All Ages,Orange
5680,2017,92614,40,18.3,All Ages,Orange
5681,2017,92617,14,27.8,All Ages,Orange
5682,2017,92618,72,23.6,All Ages,Orange
5683,2017,92620,70,14.6,All Ages,Orange
5684,2017,92626,136,27.4,All Ages,Orange
5685,2017,92627,199,30.6,All Ages,Orange
5686,2017,92629,48,20.9,All Ages,Orange
5687,2017,92630,123,19.9,All Ages,Orange
5688,2017,92637,35,19.8,All Ages,Orange
5689,2017,92646,145,27.9,All Ages,Orange
5690,2017,92647,205,35.6,All Ages,Orange
5691,2017,92648,104,23.3,All Ages,Orange
5692,2017,92649,69,22.5,All Ages,Orange
5693,2017,92651,48,22.8,All Ages,Orange
5694,2017,92653,70,25.5,All Ages,Orange
5695,2017,92655,40,47.7,All Ages,Orange
5696,2017,92656,100,19.7,All Ages,Orange
5697,2017,92657,12,10.9,All Ages,Orange
5698,2017,92660,48,14.3,All Ages,Orange
5699,2017,92663,40,24.1,All Ages,Orange
5700,2017,92672,66,19.1,All Ages,Orange
5701,2017,92673,28,9.0,All Ages,Orange
5702,2017,92675,55,14.8,All Ages,Orange
5703,2017,92677,85,13.6,All Ages,Orange
5704,2017,92679,45,15.8,All Ages,Orange
5705,2017,92683,263,29.2,All Ages,Orange
5706,2017,92688,63,13.3,All Ages,Orange
5707,2017,92691,98,21.6,All Ages,Orange
5708,2017,92692,71,15.9,All Ages,Orange
5709,2017,92694,38,14.8,All Ages,Orange
5710,2017,92701,271,47.9,All Ages,Orange
5711,2017,92703,316,41.4,All Ages,Orange
5712,2017,92704,363,38.4,All Ages,Orange
5713,2017,92705,101,24.5,All Ages,Orange
5714,2017,92706,150,35.4,All Ages,Orange
5715,2017,92707,305,44.0,All Ages,Orange
5716,2017,92708,121,23.2,All Ages,Orange
5717,2017,92780,196,34.1,All Ages,Orange
5718,2017,92782,59,20.8,All Ages,Orange
5719,2017,92801,322,47.0,All Ages,Orange
5720,2017,92802,199,41.7,All Ages,Orange
5721,2017,92804,358,40.1,All Ages,Orange
5722,2017,92805,396,50.2,All Ages,Orange
5723,2017,92806,175,42.9,All Ages,Orange
5724,2017,92807,104,31.1,All Ages,Orange
5725,2017,92808,35,20.2,All Ages,Orange
5726,2017,92821,97,25.7,All Ages,Orange
5727,2017,92831,122,37.0,All Ages,Orange
5728,2017,92832,89,33.1,All Ages,Orange
5729,2017,92833,163,30.8,All Ages,Orange
5730,2017,92835,77,35.7,All Ages,Orange
5731,2017,92840,197,36.0,All Ages,Orange
5732,2017,92841,94,28.4,All Ages,Orange
5733,2017,92843,202,43.0,All Ages,Orange
5734,2017,92844,71,30.6,All Ages,Orange
5735,2017,92845,34,21.4,All Ages,Orange
5736,2017,92860,57,23.7,All Ages,Riverside
5737,2017,92865,69,36.1,All Ages,Orange
5738,2017,92866,46,30.7,All Ages,Orange
5739,2017,92867,116,26.4,All Ages,Orange
5740,2017,92868,94,39.6,All Ages,Orange
5741,2017,92869,111,30.3,All Ages,Orange
5742,2017,92870,147,28.7,All Ages,Orange
5743,2017,92879,169,34.8,All Ages,Riverside
5744,2017,92880,170,22.1,All Ages,Riverside
5745,2017,92881,61,20.5,All Ages,Riverside
5746,2017,92882,244,34.1,All Ages,Riverside
5747,2017,92883,64,19.1,All Ages,Riverside
5748,2017,92886,79,17.5,All Ages,Orange
5749,2017,92887,32,17.8,All Ages,Orange
5750,2017,93001,146,44.5,All Ages,Ventura
5751,2017,93003,169,37.0,All Ages,Ventura
5752,2017,93004,66,22.4,All Ages,Ventura
5753,2017,93010,107,25.1,All Ages,Ventura
5754,2017,93012,63,19.2,All Ages,Ventura
5756,2017,93015,52,28.5,All Ages,Ventura
5757,2017,93021,107,28.5,All Ages,Ventura
5758,2017,93022,26,66.2,All Ages,Ventura
5759,2017,93023,90,46.4,All Ages,Ventura
5760,2017,93030,348,57.1,All Ages,Ventura
5761,2017,93033,324,36.2,All Ages,Ventura
5762,2017,93035,80,28.2,All Ages,Ventura
5763,2017,93036,162,33.0,All Ages,Ventura
5764,2017,93040,22,109.5,All Ages,Ventura
5765,2017,93041,115,48.5,All Ages,Ventura
5766,2017,93060,126,35.3,All Ages,Ventura
5767,2017,93063,253,46.2,All Ages,Ventura
5768,2017,93065,272,38.8,All Ages,Ventura
5844,2017,93510,29,50.1,All Ages,Los Angeles
5847,2017,93534,555,134.4,All Ages,Los Angeles
5848,2017,93535,1058,134.2,All Ages,Los Angeles
5849,2017,93536,355,49.5,All Ages,Los Angeles
5850,2017,93543,109,83.8,All Ages,Los Angeles
5852,2017,93550,797,95.9,All Ages,Los Angeles
5853,2017,93551,204,39.5,All Ages,Los Angeles
5854,2017,93552,269,62.9,All Ages,Los Angeles
5858,2017,93591,81,110.7,All Ages,Los Angeles
6382,2016,90001,197,97.8,0-17,Los Angeles
6383,2016,90002,235,127.8,0-17,Los Angeles
6384,2016,90003,335,139.8,0-17,Los Angeles
6385,2016,90004,127,95.3,0-17,Los Angeles
6386,2016,90005,64,79.7,0-17,Los Angeles
6387,2016,90006,133,88.8,0-17,Los Angeles
6388,2016,90007,84,113.5,0-17,Los Angeles
6389,2016,90008,120,159.9,0-17,Los Angeles
6390,2016,90011,422,113.5,0-17,Los Angeles
6391,2016,90012,18,54.7,0-17,Los Angeles
6392,2016,90015,53,124.3,0-17,Los Angeles
6393,2016,90016,156,131.9,0-17,Los Angeles
6394,2016,90017,76,122.1,0-17,Los Angeles
6395,2016,90018,144,112.8,0-17,Los Angeles
6396,2016,90019,155,114.7,0-17,Los Angeles
6397,2016,90020,67,89.3,0-17,Los Angeles
6398,2016,90022,175,88.5,0-17,Los Angeles
6399,2016,90023,160,106.8,0-17,Los Angeles
6400,2016,90025,16,25.7,0-17,Los Angeles
6401,2016,90026,138,100.6,0-17,Los Angeles
6402,2016,90027,33,57.7,0-17,Los Angeles
6403,2016,90028,38,133.0,0-17,Los Angeles
6404,2016,90029,88,110.6,0-17,Los Angeles
6405,2016,90031,96,94.1,0-17,Los Angeles
6406,2016,90032,93,79.0,0-17,Los Angeles
6407,2016,90033,143,97.7,0-17,Los Angeles
6408,2016,90034,42,42.3,0-17,Los Angeles
6409,2016,90035,32,53.4,0-17,Los Angeles
6410,2016,90036,34,49.9,0-17,Los Angeles
6411,2016,90037,278,145.2,0-17,Los Angeles
6412,2016,90038,62,113.8,0-17,Los Angeles
6413,2016,90039,26,50.1,0-17,Los Angeles
6414,2016,90040,30,82.9,0-17,Los Angeles
6415,2016,90041,33,64.7,0-17,Los Angeles
6416,2016,90042,90,58.6,0-17,Los Angeles
6417,2016,90043,203,201.2,0-17,Los Angeles
6418,2016,90044,438,152.0,0-17,Los Angeles
6419,2016,90045,33,46.1,0-17,Los Angeles
6420,2016,90046,17,40.4,0-17,Los Angeles
6421,2016,90047,201,164.6,0-17,Los Angeles
6422,2016,90057,109,108.5,0-17,Los Angeles
6423,2016,90059,256,171.9,0-17,Los Angeles
6424,2016,90061,156,177.2,0-17,Los Angeles
6425,2016,90062,161,189.3,0-17,Los Angeles
6426,2016,90063,143,82.5,0-17,Los Angeles
6427,2016,90064,24,46.9,0-17,Los Angeles
6428,2016,90065,84,78.1,0-17,Los Angeles
6429,2016,90066,45,42.4,0-17,Los Angeles
6430,2016,90068,12,48.2,0-17,Los Angeles
6431,2016,90201,216,66.5,0-17,Los Angeles
6432,2016,90220,211,140.3,0-17,Los Angeles
6433,2016,90221,209,116.3,0-17,Los Angeles
6434,2016,90222,159,152.8,0-17,Los Angeles
6435,2016,90230,39,58.0,0-17,Los Angeles
6436,2016,90232,12,43.8,0-17,Los Angeles
6437,2016,90240,40,66.0,0-17,Los Angeles
6438,2016,90241,66,57.6,0-17,Los Angeles
6439,2016,90242,72,65.8,0-17,Los Angeles
6440,2016,90245,13,42.4,0-17,Los Angeles
6441,2016,90247,151,131.2,0-17,Los Angeles
6442,2016,90248,19,94.8,0-17,Los Angeles
6443,2016,90249,78,124.4,0-17,Los Angeles
6444,2016,90250,271,106.0,0-17,Los Angeles
6445,2016,90255,170,73.9,0-17,Los Angeles
6446,2016,90260,86,95.9,0-17,Los Angeles
6447,2016,90262,215,95.8,0-17,Los Angeles
6448,2016,90266,18,24.2,0-17,Los Angeles
6449,2016,90270,56,64.2,0-17,Los Angeles
6450,2016,90275,16,18.4,0-17,Los Angeles
6451,2016,90277,21,37.6,0-17,Los Angeles
6452,2016,90278,35,36.3,0-17,Los Angeles
6453,2016,90280,193,68.3,0-17,Los Angeles
6454,2016,90291,26,66.4,0-17,Los Angeles
6455,2016,90301,117,122.4,0-17,Los Angeles
6456,2016,90302,66,87.8,0-17,Los Angeles
6457,2016,90303,88,121.3,0-17,Los Angeles
6458,2016,90304,82,91.5,0-17,Los Angeles
6459,2016,90305,48,174.0,0-17,Los Angeles
6460,2016,90404,16,52.9,0-17,Los Angeles
6461,2016,90405,24,65.1,0-17,Los Angeles
6462,2016,90501,87,82.7,0-17,Los Angeles
6463,2016,90502,35,94.8,0-17,Los Angeles
6464,2016,90503,41,44.6,0-17,Los Angeles
6465,2016,90504,31,48.9,0-17,Los Angeles
6466,2016,90505,37,50.7,0-17,Los Angeles
6467,2016,90601,42,54.8,0-17,Los Angeles
6468,2016,90602,65,96.6,0-17,Los Angeles
6469,2016,90603,22,50.1,0-17,Los Angeles
6470,2016,90604,86,85.3,0-17,Los Angeles
6471,2016,90605,89,86.2,0-17,Los Angeles
6472,2016,90606,73,87.8,0-17,Los Angeles
6473,2016,90620,67,68.0,0-17,Orange
6474,2016,90621,45,48.2,0-17,Orange
6475,2016,90623,19,64.3,0-17,Orange
6476,2016,90630,41,42.3,0-17,Orange
6477,2016,90631,95,56.3,0-17,Orange
6478,2016,90638,53,55.2,0-17,Los Angeles
6479,2016,90640,132,84.6,0-17,Los Angeles
6480,2016,90650,207,75.6,0-17,Los Angeles
6481,2016,90660,115,72.1,0-17,Los Angeles
6482,2016,90670,25,71.8,0-17,Los Angeles
6483,2016,90680,45,55.7,0-17,Orange
6484,2016,90701,23,69.0,0-17,Los Angeles
6485,2016,90703,40,48.3,0-17,Los Angeles
6486,2016,90706,165,80.2,0-17,Los Angeles
6487,2016,90710,62,101.4,0-17,Los Angeles
6488,2016,90712,44,62.9,0-17,Los Angeles
6489,2016,90713,20,31.8,0-17,Los Angeles
6490,2016,90715,38,80.5,0-17,Los Angeles
6491,2016,90716,34,78.6,0-17,Los Angeles
6492,2016,90717,33,70.8,0-17,Los Angeles
6493,2016,90723,136,81.5,0-17,Los Angeles
6494,2016,90731,167,111.6,0-17,Los Angeles
6495,2016,90732,24,55.7,0-17,Los Angeles
6496,2016,90744,160,95.2,0-17,Los Angeles
6497,2016,90745,122,95.1,0-17,Los Angeles
6498,2016,90746,78,162.3,0-17,Los Angeles
6499,2016,90755,20,70.9,0-17,Los Angeles
6500,2016,90802,61,88.7,0-17,Los Angeles
6501,2016,90804,93,96.8,0-17,Los Angeles
6502,2016,90805,359,127.4,0-17,Los Angeles
6503,2016,90806,124,99.3,0-17,Los Angeles
6504,2016,90807,52,79.1,0-17,Los Angeles
6505,2016,90808,25,32.4,0-17,Los Angeles
6506,2016,90810,107,105.6,0-17,Los Angeles
6507,2016,90813,219,116.3,0-17,Los Angeles
6508,2016,90814,13,44.4,0-17,Los Angeles
6509,2016,90815,20,26.8,0-17,Los Angeles
6510,2016,91001,47,60.0,0-17,Los Angeles
6511,2016,91006,28,43.3,0-17,Los Angeles
6512,2016,91007,27,45.6,0-17,Los Angeles
6513,2016,91010,46,79.6,0-17,Los Angeles
6514,2016,91011,15,32.8,0-17,Los Angeles
6515,2016,91016,57,61.8,0-17,Los Angeles
6516,2016,91030,23,46.0,0-17,Los Angeles
6517,2016,91040,28,73.0,0-17,Los Angeles
6518,2016,91042,25,46.2,0-17,Los Angeles
6519,2016,91101,13,53.6,0-17,Los Angeles
6520,2016,91103,40,55.9,0-17,Los Angeles
6521,2016,91104,46,57.4,0-17,Los Angeles
6522,2016,91106,14,35.4,0-17,Los Angeles
6523,2016,91107,36,54.7,0-17,Los Angeles
6524,2016,91201,25,63.3,0-17,Los Angeles
6525,2016,91202,14,33.1,0-17,Los Angeles
6526,2016,91204,27,88.1,0-17,Los Angeles
6527,2016,91205,67,101.8,0-17,Los Angeles
6528,2016,91206,26,46.8,0-17,Los Angeles
6529,2016,91214,17,30.7,0-17,Los Angeles
6530,2016,91302,16,26.7,0-17,Los Angeles
6531,2016,91303,93,133.3,0-17,Los Angeles
6532,2016,91304,122,104.6,0-17,Los Angeles
6533,2016,91306,154,144.1,0-17,Los Angeles
6534,2016,91307,37,72.6,0-17,Los Angeles
6535,2016,91311,65,94.2,0-17,Los Angeles
6536,2016,91316,29,59.6,0-17,Los Angeles
6537,2016,91320,22,20.7,0-17,Ventura
6538,2016,91321,70,77.5,0-17,Los Angeles
6539,2016,91324,46,84.1,0-17,Los Angeles
6540,2016,91325,56,86.7,0-17,Los Angeles
6541,2016,91326,19,27.4,0-17,Los Angeles
6542,2016,91331,324,104.6,0-17,Los Angeles
6543,2016,91335,179,103.9,0-17,Los Angeles
6544,2016,91340,100,93.9,0-17,Los Angeles
6545,2016,91342,211,83.6,0-17,Los Angeles
6546,2016,91343,187,117.5,0-17,Los Angeles
6547,2016,91344,88,87.2,0-17,Los Angeles
6548,2016,91345,41,92.3,0-17,Los Angeles
6549,2016,91350,26,31.1,0-17,Los Angeles
6550,2016,91351,50,58.9,0-17,Los Angeles
6551,2016,91352,117,92.2,0-17,Los Angeles
6552,2016,91354,29,34.6,0-17,Los Angeles
6553,2016,91355,31,41.6,0-17,Los Angeles
6554,2016,91356,34,57.6,0-17,Los Angeles
6555,2016,91360,36,42.5,0-17,Ventura
6556,2016,91362,16,21.8,0-17,Ventura
6557,2016,91364,17,33.3,0-17,Los Angeles
6558,2016,91367,41,51.9,0-17,Los Angeles
6559,2016,91381,14,24.8,0-17,Los Angeles
6560,2016,91384,17,27.5,0-17,Los Angeles
6561,2016,91387,64,54.5,0-17,Los Angeles
6562,2016,91401,74,83.3,0-17,Los Angeles
6563,2016,91402,243,117.0,0-17,Los Angeles
6564,2016,91403,14,35.9,0-17,Los Angeles
6565,2016,91405,164,128.5,0-17,Los Angeles
6566,2016,91406,160,127.3,0-17,Los Angeles
6567,2016,91411,66,120.1,0-17,Los Angeles
6568,2016,91423,21,38.3,0-17,Los Angeles
6569,2016,91501,13,33.9,0-17,Los Angeles
6570,2016,91502,13,66.4,0-17,Los Angeles
6571,2016,91504,43,88.6,0-17,Los Angeles
6572,2016,91505,24,42.3,0-17,Los Angeles
6573,2016,91506,15,45.0,0-17,Los Angeles
6574,2016,91601,57,85.6,0-17,Los Angeles
6575,2016,91604,15,30.4,0-17,Los Angeles
6576,2016,91605,127,88.6,0-17,Los Angeles
6577,2016,91606,132,129.7,0-17,Los Angeles
6578,2016,91607,29,52.6,0-17,Los Angeles
6579,2016,91701,34,41.7,0-17,San Bernardino
6580,2016,91702,171,104.1,0-17,Los Angeles
6581,2016,91706,190,88.2,0-17,Los Angeles
6582,2016,91709,69,40.2,0-17,San Bernardino
6583,2016,91710,133,67.0,0-17,San Bernardino
6584,2016,91711,34,52.9,0-17,Los Angeles
6585,2016,91722,69,79.8,0-17,Los Angeles
6586,2016,91723,32,70.4,0-17,Los Angeles
6587,2016,91724,30,53.0,0-17,Los Angeles
6588,2016,91730,96,58.4,0-17,San Bernardino
6589,2016,91731,85,112.7,0-17,Los Angeles
6590,2016,91732,203,117.3,0-17,Los Angeles
6591,2016,91733,139,108.0,0-17,Los Angeles
6592,2016,91739,32,31.2,0-17,San Bernardino
6593,2016,91740,37,67.4,0-17,Los Angeles
6594,2016,91741,32,62.9,0-17,Los Angeles
6595,2016,91744,241,104.7,0-17,Los Angeles
6596,2016,91745,78,74.6,0-17,Los Angeles
6597,2016,91746,62,72.4,0-17,Los Angeles
6598,2016,91748,36,43.3,0-17,Los Angeles
6599,2016,91750,46,70.9,0-17,Los Angeles
6600,2016,91752,54,56.6,0-17,Riverside
6601,2016,91754,48,80.8,0-17,Los Angeles
6602,2016,91755,16,37.0,0-17,Los Angeles
6603,2016,91761,106,67.9,0-17,San Bernardino
6604,2016,91762,144,88.1,0-17,San Bernardino
6605,2016,91763,93,86.8,0-17,San Bernardino
6606,2016,91764,108,64.3,0-17,San Bernardino
6607,2016,91765,35,41.7,0-17,Los Angeles
6608,2016,91766,200,94.0,0-17,Los Angeles
6609,2016,91767,140,106.1,0-17,Los Angeles
6610,2016,91768,86,96.1,0-17,Los Angeles
6611,2016,91770,77,57.7,0-17,Los Angeles
6612,2016,91773,36,54.9,0-17,Los Angeles
6613,2016,91775,20,39.6,0-17,Los Angeles
6614,2016,91776,48,67.7,0-17,Los Angeles
6615,2016,91780,36,56.2,0-17,Los Angeles
6616,2016,91784,14,26.6,0-17,San Bernardino
6617,2016,91786,115,91.5,0-17,San Bernardino
6618,2016,91789,37,52.2,0-17,Los Angeles
6619,2016,91790,91,80.4,0-17,Los Angeles
6620,2016,91791,44,61.8,0-17,Los Angeles
6621,2016,91792,45,67.1,0-17,Los Angeles
6622,2016,91801,56,59.2,0-17,Los Angeles
6623,2016,91803,26,44.5,0-17,Los Angeles
6624,2016,91901,15,42.8,0-17,San Diego
6625,2016,91910,133,72.4,0-17,San Diego
6626,2016,91911,188,85.5,0-17,San Diego
6627,2016,91913,48,35.1,0-17,San Diego
6628,2016,91915,27,31.3,0-17,San Diego
6629,2016,91932,54,84.6,0-17,San Diego
6630,2016,91941,35,46.6,0-17,San Diego
6631,2016,91942,38,49.9,0-17,San Diego
6632,2016,91945,48,74.9,0-17,San Diego
6633,2016,91950,158,103.0,0-17,San Diego
6634,2016,91977,138,88.6,0-17,San Diego
6635,2016,91978,13,59.9,0-17,San Diego
6636,2016,92008,15,30.1,0-17,San Diego
6637,2016,92009,26,23.3,0-17,San Diego
6638,2016,92011,14,25.2,0-17,San Diego
6639,2016,92019,35,39.4,0-17,San Diego
6640,2016,92020,98,65.2,0-17,San Diego
6641,2016,92021,95,59.0,0-17,San Diego
6642,2016,92024,19,17.9,0-17,San Diego
6643,2016,92025,74,51.8,0-17,San Diego
6644,2016,92026,41,33.8,0-17,San Diego
6645,2016,92027,68,44.3,0-17,San Diego
6646,2016,92028,42,38.1,0-17,San Diego
6647,2016,92037,18,28.9,0-17,San Diego
6648,2016,92040,46,46.6,0-17,San Diego
6649,2016,92054,39,34.8,0-17,San Diego
6650,2016,92056,45,40.8,0-17,San Diego
6651,2016,92057,59,40.5,0-17,San Diego
6652,2016,92058,38,50.7,0-17,San Diego
6653,2016,92064,37,36.0,0-17,San Diego
6654,2016,92065,30,36.3,0-17,San Diego
6655,2016,92069,53,38.6,0-17,San Diego
6656,2016,92071,63,50.4,0-17,San Diego
6657,2016,92078,29,24.0,0-17,San Diego
6658,2016,92081,17,29.6,0-17,San Diego
6659,2016,92082,14,32.3,0-17,San Diego
6660,2016,92083,51,47.8,0-17,San Diego
6661,2016,92084,41,32.0,0-17,San Diego
6662,2016,92101,40,141.4,0-17,San Diego
6663,2016,92102,128,106.1,0-17,San Diego
6664,2016,92103,15,53.3,0-17,San Diego
6665,2016,92104,46,56.4,0-17,San Diego
6666,2016,92105,216,98.8,0-17,San Diego
6667,2016,92106,12,31.1,0-17,San Diego
6668,2016,92107,14,40.1,0-17,San Diego
6669,2016,92108,15,71.7,0-17,San Diego
6670,2016,92109,13,27.4,0-17,San Diego
6671,2016,92110,24,54.3,0-17,San Diego
6672,2016,92111,102,98.5,0-17,San Diego
6673,2016,92113,244,150.4,0-17,San Diego
6674,2016,92114,158,96.2,0-17,San Diego
6675,2016,92115,126,106.9,0-17,San Diego
6676,2016,92116,38,71.7,0-17,San Diego
6677,2016,92117,55,56.9,0-17,San Diego
6678,2016,92118,13,37.5,0-17,San Diego
6679,2016,92119,22,51.0,0-17,San Diego
6680,2016,92120,21,41.7,0-17,San Diego
6681,2016,92122,15,24.6,0-17,San Diego
6682,2016,92123,60,91.1,0-17,San Diego
6683,2016,92124,46,48.7,0-17,San Diego
6684,2016,92126,76,49.4,0-17,San Diego
6685,2016,92127,38,26.6,0-17,San Diego
6686,2016,92128,20,20.0,0-17,San Diego
6687,2016,92129,32,25.7,0-17,San Diego
6688,2016,92130,21,14.3,0-17,San Diego
6689,2016,92131,18,19.3,0-17,San Diego
6690,2016,92139,62,68.2,0-17,San Diego
6691,2016,92154,163,78.2,0-17,San Diego
6692,2016,92173,83,94.4,0-17,San Diego
6693,2016,92201,141,75.8,0-17,Riverside
6694,2016,92203,27,35.7,0-17,Riverside
6695,2016,92220,120,167.2,0-17,Riverside
6696,2016,92223,142,100.9,0-17,Riverside
6697,2016,92225,62,125.7,0-17,Riverside
6700,2016,92234,64,50.9,0-17,Riverside
6701,2016,92236,89,56.4,0-17,Riverside
6702,2016,92240,84,79.7,0-17,Riverside
6707,2016,92253,36,48.6,0-17,Riverside
6708,2016,92254,19,36.4,0-17,Riverside
6709,2016,92260,17,37.3,0-17,Riverside
6710,2016,92262,20,45.9,0-17,Riverside
6711,2016,92274,30,41.4,0-17,Riverside
6712,2016,92277,28,46.9,0-17,San Bernardino
6713,2016,92284,42,75.0,0-17,San Bernardino
6714,2016,92301,121,102.9,0-17,San Bernardino
6715,2016,92307,102,104.2,0-17,San Bernardino
6716,2016,92308,109,107.5,0-17,San Bernardino
6717,2016,92311,198,216.4,0-17,San Bernardino
6718,2016,92313,28,103.1,0-17,San Bernardino
6719,2016,92314,16,62.6,0-17,San Bernardino
6720,2016,92316,95,102.7,0-17,San Bernardino
6721,2016,92324,163,92.9,0-17,San Bernardino
6722,2016,92325,14,87.6,0-17,San Bernardino
6723,2016,92335,232,71.5,0-17,San Bernardino
6724,2016,92336,120,43.8,0-17,San Bernardino
6725,2016,92337,93,82.9,0-17,San Bernardino
6726,2016,92344,31,48.1,0-17,San Bernardino
6727,2016,92345,173,75.2,0-17,San Bernardino
6728,2016,92346,146,99.5,0-17,San Bernardino
6729,2016,92354,32,69.8,0-17,San Bernardino
6730,2016,92359,19,99.3,0-17,San Bernardino
6731,2016,92371,12,29.7,0-17,San Bernardino
6732,2016,92373,49,74.0,0-17,San Bernardino
6733,2016,92374,72,72.5,0-17,San Bernardino
6734,2016,92376,217,87.5,0-17,San Bernardino
6735,2016,92377,38,72.3,0-17,San Bernardino
6736,2016,92392,150,88.5,0-17,San Bernardino
6737,2016,92394,111,96.6,0-17,San Bernardino
6738,2016,92395,131,102.3,0-17,San Bernardino
6739,2016,92399,57,44.6,0-17,San Bernardino
6740,2016,92404,245,130.3,0-17,San Bernardino
6741,2016,92405,151,167.8,0-17,San Bernardino
6742,2016,92407,197,115.4,0-17,San Bernardino
6743,2016,92408,40,85.0,0-17,San Bernardino
6744,2016,92410,181,103.6,0-17,San Bernardino
6745,2016,92411,161,178.5,0-17,San Bernardino
6746,2016,92501,38,71.0,0-17,Riverside
6747,2016,92503,172,67.3,0-17,Riverside
6748,2016,92504,103,74.7,0-17,Riverside
6749,2016,92505,103,78.7,0-17,Riverside
6750,2016,92506,48,52.2,0-17,Riverside
6751,2016,92507,114,91.9,0-17,Riverside
6752,2016,92508,36,39.6,0-17,Riverside
6753,2016,92509,146,63.5,0-17,Riverside
6754,2016,92530,107,68.1,0-17,Riverside
6755,2016,92532,28,40.7,0-17,Riverside
6756,2016,92543,81,93.3,0-17,Riverside
6757,2016,92544,95,82.9,0-17,Riverside
6758,2016,92545,92,94.6,0-17,Riverside
6759,2016,92551,103,94.6,0-17,Riverside
6760,2016,92553,182,75.3,0-17,Riverside
